index,Gene symbol,HGNC ID,UniProt ID(s)
15626,SPC24,HGNC:26913,Q8NBT2
15627,SPC25,HGNC:24031,Q9HBM1
15628,SPCS1,HGNC:23401,Q9Y6A9
15629,SPCS2,HGNC:28962,Q15005
15630,SPCS3,HGNC:26212,P61009
15631,SPDEF,HGNC:17257,O95238
15632,SPDL1,HGNC:26010,Q96EA4
15633,SPDYA,HGNC:30613,Q5MJ70
15634,SPDYC,HGNC:32681,Q5MJ68
15635,SPDYE1,HGNC:16408,Q8NFV5
15636,SPDYE2,HGNC:33841,Q495Y8
15637,SPDYE2B,HGNC:48334,A6NHP3
15638,SPDYE3,HGNC:35462,A6NKU9
15639,SPDYE4,HGNC:35463,A6NLX3
15640,SPDYE5,HGNC:35464,A6NIY4
15641,SPDYE6,HGNC:35465,P0CI01
15642,SPDYE8,HGNC:33771,P0DUD1
15643,SPDYE9,HGNC:45034,A0A494C191
15644,SPDYE10,HGNC:51506,P0DUX0
15645,SPDYE11,HGNC:51507,P0DTA3
15646,SPDYE12,HGNC:51508,P0DUX1
15647,SPDYE13,HGNC:51509,A0A494C0Z2
15648,SPDYE14,HGNC:51510,P0DUD3
15649,SPDYE15,HGNC:51511,P0DUD4
15650,SPDYE16,HGNC:51512,A6NNV3
15651,SPDYE17,HGNC:51513,P0DUD2
15652,SPDYE18,HGNC:51514,P0DV79
15653,SPDYE21,HGNC:51517,A0A494C086
15654,SPECC1,HGNC:30615,Q5M775
15655,SPECC1L,HGNC:29022,Q69YQ0
15656,SPEF1,HGNC:15874,Q9Y4P9
15657,SPEF2,HGNC:26293,Q9C093
15658,SPEG,HGNC:16901,Q15772
15659,SPEGNB,HGNC:51251,A0A087WV53
15660,SPEM1,HGNC:32429,Q8N4L4
15661,SPEM2,HGNC:27315,Q0P670
15662,SPEM3,HGNC:53651,A0A1B0GUW6
15663,SPEN,HGNC:17575,Q96T58
15664,SPESP1,HGNC:15570,Q6UW49
15665,SPG7,HGNC:11237,Q9UQ90
15666,SPG11,HGNC:11226,Q96JI7
15667,SPG21,HGNC:20373,Q9NZD8
15668,SPHK1,HGNC:11240,Q9NYA1
15669,SPHK2,HGNC:18859,Q9NRA0
15670,SPHKAP,HGNC:30619,Q2M3C7
15671,SPI1,HGNC:11241,P17947
15672,SPIB,HGNC:11242,Q01892
15673,SPIC,HGNC:29549,Q8N5J4
15674,SPICE1,HGNC:25083,Q8N0Z3
15675,SPIDR,HGNC:28971,Q14159
15676,SPIN1,HGNC:11243,Q9Y657
15677,SPIN2A,HGNC:20694,Q99865
15678,SPIN2B,HGNC:33147,Q9BPZ2
15679,SPIN3,HGNC:27272,Q5JUX0
15680,SPIN4,HGNC:27040,Q56A73
15681,SPINDOC,HGNC:25115,Q9BUA3
15682,SPINK1,HGNC:11244,P00995
15683,SPINK2,HGNC:11245,P20155
15684,SPINK4,HGNC:16646,O60575
15685,SPINK5,HGNC:15464,Q9NQ38
15686,SPINK6,HGNC:29486,Q6UWN8
15687,SPINK7,HGNC:24643,P58062
15688,SPINK8,HGNC:33160,P0C7L1
15689,SPINK9,HGNC:32951,Q5DT21
15690,SPINK13,HGNC:27200,Q1W4C9
15691,SPINK14,HGNC:33825,Q6IE38
15692,SPINT1,HGNC:11246,O43278
15693,SPINT2,HGNC:11247,O43291
15694,SPINT3,HGNC:11248,P49223
15695,SPINT4,HGNC:16130,Q6UDR6
15696,SPIRE1,HGNC:30622,Q08AE8
15697,SPIRE2,HGNC:30623,Q8WWL2
15698,SPMAP1,HGNC:34492,A8MV24
15699,SPMAP2,HGNC:13706,Q9P2T0
15700,SPMAP2L,HGNC:43771,P0DJG4
15701,SPMIP1,HGNC:52392,A0A1B0GUX0
15702,SPMIP2,HGNC:26342,Q96LM5
15703,SPMIP3,HGNC:30435,Q5SVJ3
15704,SPMIP4,HGNC:21722,Q8N865
15705,SPMIP5,HGNC:28500,Q8WW14
15706,SPMIP6,HGNC:19919,Q8NCR6
15707,SPMIP7,HGNC:22564,A4D263
15708,SPMIP8,HGNC:33745,Q6URK8
15709,SPMIP9,HGNC:26341,Q96LM6
15710,SPMIP10,HGNC:33767,Q6ZNM6
15711,SPMIP11,HGNC:48628,A0A1B0GTD5
15712,SPN,HGNC:11249,P16150
15713,SPNS1,HGNC:30621,Q9H2V7
15714,SPNS2,HGNC:26992,Q8IVW8
15715,SPNS3,HGNC:28433,Q6ZMD2
15716,SPO11,HGNC:11250,Q9Y5K1
15717,SPOCD1,HGNC:26338,Q6ZMY3
15718,SPOCK1,HGNC:11251,Q08629
15719,SPOCK2,HGNC:13564,Q92563
15720,SPOCK3,HGNC:13565,Q9BQ16
15721,SPON1,HGNC:11252,Q9HCB6
15722,SPON2,HGNC:11253,Q9BUD6
15723,SPOP,HGNC:11254,O43791
15724,SPOPL,HGNC:27934,Q6IQ16
15725,SPOUT1,HGNC:26933,Q5T280
15726,SPP1,HGNC:11255,P10451
15727,SPP2,HGNC:11256,Q13103
15728,SPPL2A,HGNC:30227,Q8TCT8
15729,SPPL2B,HGNC:30627,Q8TCT7
15730,SPPL2C,HGNC:28902,Q8IUH8
15731,SPPL3,HGNC:30424,Q8TCT6
15732,SPR,HGNC:11257,P35270
15733,SPRED1,HGNC:20249,Q7Z699
15734,SPRED2,HGNC:17722,Q7Z698
15735,SPRED3,HGNC:31041,Q2MJR0
15736,SPRING1,HGNC:26128,Q9H741
15737,SPRN,HGNC:16871,Q5BIV9
15738,SPRR1A,HGNC:11259,P35321
15739,SPRR1B,HGNC:11260,P22528
15740,SPRR2A,HGNC:11261,P35326
15741,SPRR2B,HGNC:11262,P35325
15742,SPRR2D,HGNC:11264,P22532
15743,SPRR2E,HGNC:11265,P22531
15744,SPRR2F,HGNC:11266,Q96RM1
15745,SPRR2G,HGNC:11267,Q9BYE4
15746,SPRR3,HGNC:11268,Q9UBC9
15747,SPRR4,HGNC:23173,Q96PI1
15748,SPRR5,HGNC:53428,A0A1B0GTR4
15749,SPRTN,HGNC:25356,Q9H040
15750,SPRY1,HGNC:11269,O43609
15751,SPRY2,HGNC:11270,O43597
15752,SPRY3,HGNC:11271,O43610
15753,SPRY4,HGNC:15533,Q9C004
15754,SPRYD3,HGNC:25920,Q8NCJ5
15755,SPRYD4,HGNC:27468,Q8WW59
15756,SPRYD7,HGNC:14297,Q5W111
15757,SPSB1,HGNC:30628,Q96BD6
15758,SPSB2,HGNC:29522,Q99619
15759,SPSB3,HGNC:30629,Q6PJ21
15760,SPSB4,HGNC:30630,Q96A44
15761,SPTA1,HGNC:11272,P02549
15762,SPTAN1,HGNC:11273,Q13813
15763,SPTB,HGNC:11274,P11277
15764,SPTBN1,HGNC:11275,Q01082
15765,SPTBN2,HGNC:11276,O15020
15766,SPTBN4,HGNC:14896,Q9H254
15767,SPTBN5,HGNC:15680,Q9NRC6
15768,SPTLC1,HGNC:11277,O15269
15769,SPTLC2,HGNC:11278,O15270
15770,SPTLC3,HGNC:16253,Q9NUV7
15771,SPTSSA,HGNC:20361,Q969W0
15772,SPTSSB,HGNC:24045,Q8NFR3
15773,SPTY2D1,HGNC:26818,Q68D10
15774,SPX,HGNC:28139,Q9BT56
15775,SPZ1,HGNC:30721,Q9BXG8
15776,SQLE,HGNC:11279,Q14534
15777,SQOR,HGNC:20390,Q9Y6N5
15778,SQSTM1,HGNC:11280,Q13501
15779,SRA1,HGNC:11281,Q9HD15
15780,SRARP,HGNC:28339,Q8NEQ6
15781,SRBD1,HGNC:25521,Q8N5C6
15782,SRC,HGNC:11283,P12931
15783,SRCAP,HGNC:16974,Q6ZRS2
15784,SRCIN1,HGNC:29506,Q9C0H9
15785,SRD5A1,HGNC:11284,P18405
15786,SRD5A2,HGNC:11285,P31213
15787,SRD5A3,HGNC:25812,Q9H8P0
15788,SREBF1,HGNC:11289,P36956
15789,SREBF2,HGNC:11290,Q12772
15790,SREK1,HGNC:17882,Q8WXA9
15791,SREK1IP1,HGNC:26716,Q8N9Q2
15792,SRF,HGNC:11291,P11831
15793,SRFBP1,HGNC:26333,Q8NEF9
15794,SRGAP1,HGNC:17382,Q7Z6B7
15795,SRGAP2,HGNC:19751,O75044
15796,SRGAP2B,HGNC:35237,P0DMP2
15797,SRGAP2C,HGNC:30584,P0DJJ0
15798,SRGAP3,HGNC:19744,O43295
15799,SRGN,HGNC:9361,P10124
15800,SRI,HGNC:11292,P30626
15801,SRL,HGNC:11295,Q86TD4
15802,SRM,HGNC:11296,P19623
15803,SRMS,HGNC:11298,Q9H3Y6
15804,SRP9,HGNC:11304,P49458
15805,SRP14,HGNC:11299,P37108
15806,SRP19,HGNC:11300,P09132
15807,SRP54,HGNC:11301,P61011
15808,SRP68,HGNC:11302,Q9UHB9
15809,SRP72,HGNC:11303,O76094
15810,SRPK1,HGNC:11305,Q96SB4
15811,SRPK2,HGNC:11306,P78362
15812,SRPK3,HGNC:11402,Q9UPE1
15813,SRPRA,HGNC:11307,P08240
15814,SRPRB,HGNC:24085,Q9Y5M8
15815,SRPX,HGNC:11309,P78539
15816,SRPX2,HGNC:30668,O60687
15817,SRR,HGNC:14398,Q9GZT4
15818,SRRD,HGNC:33910,Q9UH36
15819,SRRM1,HGNC:16638,Q8IYB3
15820,SRRM2,HGNC:16639,Q9UQ35
15821,SRRM3,HGNC:26729,A6NNA2
15822,SRRM4,HGNC:29389,A7MD48
15823,SRRM5,HGNC:37248,B3KS81
15824,SRRT,HGNC:24101,Q9BXP5
15825,SRSF1,HGNC:10780,Q07955
15826,SRSF2,HGNC:10783,Q01130
15827,SRSF3,HGNC:10785,P84103
15828,SRSF4,HGNC:10786,Q08170
15829,SRSF5,HGNC:10787,Q13243
15830,SRSF6,HGNC:10788,Q13247
15831,SRSF7,HGNC:10789,Q16629
15832,SRSF8,HGNC:16988,Q9BRL6
15833,SRSF9,HGNC:10791,Q13242
15834,SRSF10,HGNC:16713,O75494
15835,SRSF11,HGNC:10782,Q05519
15836,SRSF12,HGNC:21220,Q8WXF0
15837,SRXN1,HGNC:16132,Q9BYN0
15838,SRY,HGNC:11311,Q05066
15839,SS18,HGNC:11340,Q15532
15840,SS18L1,HGNC:15592,O75177
15841,SS18L2,HGNC:15593,Q9UHA2
15842,SSB,HGNC:11316,P05455
15843,SSBP1,HGNC:11317,Q04837
15844,SSBP2,HGNC:15831,P81877
15845,SSBP3,HGNC:15674,Q9BWW4
15846,SSBP4,HGNC:15676,Q9BWG4
15847,SSC4D,HGNC:14461,Q8WTU2
15848,SSC5D,HGNC:26641,A1L4H1
15849,SSH1,HGNC:30579,Q8WYL5
15850,SSH2,HGNC:30580,Q76I76
15851,SSH3,HGNC:30581,Q8TE77
15852,SSMEM1,HGNC:29580,Q8WWF3
15853,SSNA1,HGNC:11321,O43805
15854,SSPN,HGNC:11322,Q14714
15855,SSR1,HGNC:11323,P43307
15856,SSR2,HGNC:11324,P43308
15857,SSR3,HGNC:11325,Q9UNL2
15858,SSR4,HGNC:11326,P51571
15859,SSRP1,HGNC:11327,Q08945
15860,SST,HGNC:11329,P61278
15861,SSTR1,HGNC:11330,P30872
15862,SSTR2,HGNC:11331,P30874
15863,SSTR3,HGNC:11332,P32745
15864,SSTR4,HGNC:11333,P31391
15865,SSTR5,HGNC:11334,P35346
15866,SSU72,HGNC:25016,Q9NP77
15867,SSU72L1,HGNC:43626,A0A1W2PQ27
15868,SSU72L2,HGNC:43621,A0A1W2PQD8
15869,SSU72L3,HGNC:43622,A0A1W2PQJ5
15870,SSU72L4,HGNC:43623,A0A1W2PQC6
15871,SSU72L5,HGNC:43624,A0A1W2PQ64
15872,SSU72L6,HGNC:43627,A0A1W2PR75
15873,SSUH2,HGNC:24809,Q9Y2M2
15874,SSX1,HGNC:11335,Q16384
15875,SSX2,HGNC:11336,Q16385
15876,SSX2B,HGNC:22263,Q16385
15877,SSX2IP,HGNC:16509,Q9Y2D8
15878,SSX3,HGNC:11337,Q99909
15879,SSX4,HGNC:11338,O60224
15880,SSX4B,HGNC:16880,O60224
15881,SSX5,HGNC:11339,O60225
15882,SSX7,HGNC:19653,Q7RTT5
15883,ST3GAL1,HGNC:10862,Q11201
15884,ST3GAL2,HGNC:10863,Q16842
15885,ST3GAL3,HGNC:10866,Q11203
15886,ST3GAL4,HGNC:10864,Q11206
15887,ST3GAL5,HGNC:10872,Q9UNP4
15888,ST3GAL6,HGNC:18080,Q9Y274
15889,ST6GAL1,HGNC:10860,P15907
15890,ST6GAL2,HGNC:10861,Q96JF0
15891,ST6GALNAC1,HGNC:23614,Q9NSC7
15892,ST6GALNAC2,HGNC:10867,Q9UJ37
15893,ST6GALNAC3,HGNC:19343,Q8NDV1
15894,ST6GALNAC4,HGNC:17846,Q9H4F1
15895,ST6GALNAC5,HGNC:19342,Q9BVH7
15896,ST6GALNAC6,HGNC:23364,Q969X2
15897,ST7,HGNC:11351,Q9NRC1
15898,ST7L,HGNC:18441,Q8TDW4
15899,ST8SIA1,HGNC:10869,Q92185
15900,ST8SIA2,HGNC:10870,Q92186
15901,ST8SIA3,HGNC:14269,O43173
15902,ST8SIA4,HGNC:10871,Q92187
15903,ST8SIA5,HGNC:17827,O15466
15904,ST8SIA6,HGNC:23317,P61647
15905,ST13,HGNC:11343,P50502
15906,ST14,HGNC:11344,Q9Y5Y6
15907,ST18,HGNC:18695,O60284
15908,STAB1,HGNC:18628,Q9NY15
15909,STAB2,HGNC:18629,Q8WWQ8
15910,STAC,HGNC:11353,Q99469
15911,STAC2,HGNC:23990,Q6ZMT1
15912,STAC3,HGNC:28423,Q96MF2
15913,STAG1,HGNC:11354,Q8WVM7
15914,STAG2,HGNC:11355,Q8N3U4
15915,STAG3,HGNC:11356,Q9UJ98
15916,STAM,HGNC:11357,Q92783
15917,STAM2,HGNC:11358,O75886
15918,STAMBP,HGNC:16950,O95630
15919,STAMBPL1,HGNC:24105,Q96FJ0
15920,STAP1,HGNC:24133,Q9ULZ2
15921,STAP2,HGNC:30430,Q9UGK3
15922,STAR,HGNC:11359,P49675
15923,STARD3,HGNC:17579,Q14849
15924,STARD3NL,HGNC:19169,O95772
15925,STARD4,HGNC:18058,Q96DR4
15926,STARD5,HGNC:18065,Q9NSY2
15927,STARD6,HGNC:18066,P59095
15928,STARD7,HGNC:18063,Q9NQZ5
15929,STARD8,HGNC:19161,Q92502
15930,STARD9,HGNC:19162,Q9P2P6
15931,STARD10,HGNC:10666,Q9Y365
15932,STARD13,HGNC:19164,Q9Y3M8
15933,STAT1,HGNC:11362,P42224
15934,STAT2,HGNC:11363,P52630
15935,STAT3,HGNC:11364,P40763
15936,STAT4,HGNC:11365,Q14765
15937,STAT5A,HGNC:11366,P42229
15938,STAT5B,HGNC:11367,P51692
15939,STAT6,HGNC:11368,P42226
15940,STATH,HGNC:11369,P02808
15941,STAU1,HGNC:11370,O95793
15942,STAU2,HGNC:11371,Q9NUL3
15943,STBD1,HGNC:24854,O95210
15944,STC1,HGNC:11373,P52823
15945,STC2,HGNC:11374,O76061
15946,STEAP1,HGNC:11378,Q9UHE8
15947,STEAP1B,HGNC:41907,Q6NZ63
15948,STEAP2,HGNC:17885,Q8NFT2
15949,STEAP3,HGNC:24592,Q658P3
15950,STEAP4,HGNC:21923,Q687X5
15951,STEEP1,HGNC:26239,Q9H5V9
15952,STH,HGNC:18839,Q8IWL8
15953,STIL,HGNC:10879,Q15468
15954,STIM1,HGNC:11386,Q13586
15955,STIM2,HGNC:19205,Q9P246
15956,STIMATE,HGNC:30526,Q86TL2
15957,STING1,HGNC:27962,Q86WV6
15958,STIP1,HGNC:11387,P31948
15959,STK3,HGNC:11406,Q13188
15960,STK4,HGNC:11408,Q13043
15961,STK10,HGNC:11388,O94804
15962,STK11,HGNC:11389,Q15831
15963,STK11IP,HGNC:19184,Q8N1F8
15964,STK16,HGNC:11394,O75716
15965,STK17A,HGNC:11395,Q9UEE5
15966,STK17B,HGNC:11396,O94768
15967,STK19,HGNC:11398,P49842
15968,STK24,HGNC:11403,Q9Y6E0
15969,STK25,HGNC:11404,O00506
15970,STK26,HGNC:18174,Q9P289
15971,STK31,HGNC:11407,Q9BXU1
15972,STK32A,HGNC:28317,Q8WU08
15973,STK32B,HGNC:14217,Q9NY57
15974,STK32C,HGNC:21332,Q86UX6
15975,STK33,HGNC:14568,Q9BYT3
15976,STK35,HGNC:16254,Q8TDR2
15977,STK36,HGNC:17209,Q9NRP7
15978,STK38,HGNC:17847,Q15208
15979,STK38L,HGNC:17848,Q9Y2H1
15980,STK39,HGNC:17717,Q9UEW8
15981,STK40,HGNC:21373,Q8N2I9
15982,STKLD1,HGNC:28669,Q8NE28
15983,STMN1,HGNC:6510,P16949
15984,STMN2,HGNC:10577,Q93045
15985,STMN3,HGNC:15926,Q9NZ72
15986,STMN4,HGNC:16078,Q9H169
15987,STMND1,HGNC:44668,H3BQB6
15988,STMP1,HGNC:41909,E0CX11
15989,STN1,HGNC:26200,Q9H668
15990,STOM,HGNC:3383,P27105
15991,STOML1,HGNC:14560,Q9UBI4
15992,STOML2,HGNC:14559,Q9UJZ1
15993,STOML3,HGNC:19420,Q8TAV4
15994,STON1,HGNC:17003,Q9Y6Q2
15995,STON2,HGNC:30652,Q8WXE9
15996,STOX1,HGNC:23508,Q6ZVD7
15997,STOX2,HGNC:25450,Q9P2F5
15998,STPG1,HGNC:28070,Q5TH74
15999,STPG2,HGNC:28712,Q8N412
16000,STPG3,HGNC:37285,Q8N7X2
16001,STPG4,HGNC:26850,Q8N801
16002,STRA6,HGNC:30650,Q9BX79
16003,STRA8,HGNC:30653,Q7Z7C7
16004,STRADA,HGNC:30172,Q7RTN6
16005,STRADB,HGNC:13205,Q9C0K7
16006,STRAP,HGNC:30796,Q9Y3F4
16007,STRBP,HGNC:16462,Q96SI9
16008,STRC,HGNC:16035,Q7RTU9
16009,STRIP1,HGNC:25916,Q5VSL9
16010,STRIP2,HGNC:22209,Q9ULQ0
16011,STRIT1,HGNC:52297,P0DN84
16012,STRN,HGNC:11424,O43815
16013,STRN3,HGNC:15720,Q13033
16014,STRN4,HGNC:15721,Q9NRL3
16015,STS,HGNC:11425,P08842
16016,STT3A,HGNC:6172,P46977
16017,STT3B,HGNC:30611,Q8TCJ2
16018,STUB1,HGNC:11427,Q9UNE7
16019,STUM,HGNC:30491,Q69YW2
16020,STX1A,HGNC:11433,Q16623
16021,STX1B,HGNC:18539,P61266
16022,STX2,HGNC:3403,P32856
16023,STX3,HGNC:11438,Q13277
16024,STX4,HGNC:11439,Q12846
16025,STX5,HGNC:11440,Q13190
16026,STX6,HGNC:11441,O43752
16027,STX7,HGNC:11442,O15400
16028,STX8,HGNC:11443,Q9UNK0
16029,STX10,HGNC:11428,O60499
16030,STX11,HGNC:11429,O75558
16031,STX12,HGNC:11430,Q86Y82
16032,STX16,HGNC:11431,O14662
16033,STX17,HGNC:11432,P56962
16034,STX18,HGNC:15942,Q9P2W9
16035,STX19,HGNC:19300,Q8N4C7
16036,STXBP1,HGNC:11444,P61764
16037,STXBP2,HGNC:11445,Q15833
16038,STXBP3,HGNC:11446,O00186
16039,STXBP4,HGNC:19694,Q6ZWJ1
16040,STXBP5,HGNC:19665,Q5T5C0
16041,STXBP5L,HGNC:30757,Q9Y2K9
16042,STXBP6,HGNC:19666,Q8NFX7
16043,STYK1,HGNC:18889,Q6J9G0
16044,STYX,HGNC:11447,Q8WUJ0
16045,STYXL1,HGNC:18165,Q9Y6J8
16046,STYXL2,HGNC:25034,Q5VZP5
16047,SUB1,HGNC:19985,P53999
16048,SUCLA2,HGNC:11448,Q9P2R7
16049,SUCLG1,HGNC:11449,P53597
16050,SUCLG2,HGNC:11450,Q96I99
16051,SUCNR1,HGNC:4542,Q9BXA5
16052,SUCO,HGNC:1240,Q9UBS9
16053,SUDS3,HGNC:29545,Q9H7L9
16054,SUFU,HGNC:16466,Q9UMX1
16055,SUGCT,HGNC:16001,Q9HAC7
16056,SUGP1,HGNC:18643,Q8IWZ8
16057,SUGP2,HGNC:18641,Q8IX01
16058,SUGT1,HGNC:16987,Q9Y2Z0
16059,SULF1,HGNC:20391,Q8IWU6
16060,SULF2,HGNC:20392,Q8IWU5
16061,SULT1A1,HGNC:11453,P50225
16062,SULT1A2,HGNC:11454,P50226
16063,SULT1A3,HGNC:11455,P0DMM9
16064,SULT1A4,HGNC:30004,P0DMN0
16065,SULT1B1,HGNC:17845,O43704
16066,SULT1C2,HGNC:11456,O00338
16067,SULT1C3,HGNC:33543,Q6IMI6
16068,SULT1C4,HGNC:11457,O75897
16069,SULT1E1,HGNC:11377,P49888
16070,SULT2A1,HGNC:11458,Q06520
16071,SULT2B1,HGNC:11459,O00204
16072,SULT4A1,HGNC:14903,Q9BR01
16073,SULT6B1,HGNC:33433,Q6IMI4
16074,SUMF1,HGNC:20376,Q8NBK3
16075,SUMF2,HGNC:20415,Q8NBJ7
16076,SUMO1,HGNC:12502,P63165
16077,SUMO2,HGNC:11125,P61956
16078,SUMO3,HGNC:11124,P55854
16079,SUMO4,HGNC:21181,Q6EEV6
16080,SUN1,HGNC:18587,O94901
16081,SUN2,HGNC:14210,Q9UH99
16082,SUN3,HGNC:22429,Q8TAQ9
16083,SUN5,HGNC:16252,Q8TC36
16084,SUOX,HGNC:11460,P51687
16085,SUPT3H,HGNC:11466,O75486
16086,SUPT4H1,HGNC:11467,P63272
16087,SUPT5H,HGNC:11469,O00267
16088,SUPT6H,HGNC:11470,Q7KZ85
16089,SUPT7L,HGNC:30632,O94864
16090,SUPT16H,HGNC:11465,Q9Y5B9
16091,SUPT20H,HGNC:20596,Q8NEM7
16092,SUPT20HL1,HGNC:30773,Q3ZLR7
16093,SUPT20HL2,HGNC:31797,P0C7V6
16094,SUPV3L1,HGNC:11471,Q8IYB8
16095,SURF1,HGNC:11474,Q15526
16096,SURF2,HGNC:11475,Q15527
16097,SURF4,HGNC:11476,O15260
16098,SURF6,HGNC:11478,O75683
16099,SUSD1,HGNC:25413,Q6UWL2
16100,SUSD2,HGNC:30667,Q9UGT4
16101,SUSD3,HGNC:28391,Q96L08
16102,SUSD4,HGNC:25470,Q5VX71
16103,SUSD5,HGNC:29061,O60279
16104,SUSD6,HGNC:19956,Q92537
16105,SUV39H1,HGNC:11479,O43463
16106,SUV39H2,HGNC:17287,Q9H5I1
16107,SUZ12,HGNC:17101,Q15022
16108,SV2A,HGNC:20566,Q7L0J3
16109,SV2B,HGNC:16874,Q7L1I2
16110,SV2C,HGNC:30670,Q496J9
16111,SVBP,HGNC:29204,Q8N300
16112,SVEP1,HGNC:15985,Q4LDE5
16113,SVIL,HGNC:11480,O95425
16114,SVIP,HGNC:25238,Q8NHG7
16115,SVOP,HGNC:25417,Q8N4V2
16116,SVOPL,HGNC:27034,Q8N434
16117,SWAP70,HGNC:17070,Q9UH65
16118,SWI5,HGNC:31412,Q1ZZU3
16119,SWSAP1,HGNC:26638,Q6NVH7
16120,SWT1,HGNC:16785,Q5T5J6
16121,SYAP1,HGNC:16273,Q96A49
16122,SYBU,HGNC:26011,Q9NX95
16123,SYCE1,HGNC:28852,Q8N0S2
16124,SYCE1L,HGNC:37236,A8MT33
16125,SYCE2,HGNC:27411,Q6PIF2
16126,SYCE3,HGNC:35245,A1L190
16127,SYCN,HGNC:18442,Q0VAF6
16128,SYCP1,HGNC:11487,Q15431
16129,SYCP2,HGNC:11490,Q9BX26
16130,SYCP2L,HGNC:21537,Q5T4T6
16131,SYCP3,HGNC:18130,Q8IZU3
16132,SYDE1,HGNC:25824,Q6ZW31
16133,SYDE2,HGNC:25841,Q5VT97
16134,SYF2,HGNC:19824,O95926
16135,SYK,HGNC:11491,P43405
16136,SYMPK,HGNC:22935,Q92797
16137,SYN1,HGNC:11494,P17600
16138,SYN2,HGNC:11495,Q92777
16139,SYN3,HGNC:11496,O14994
16140,SYNC,HGNC:28897,Q9H7C4
16141,SYNCRIP,HGNC:16918,O60506
16142,SYNDIG1,HGNC:15885,Q9H7V2
16143,SYNDIG1L,HGNC:32388,A6NDD5
16144,SYNE1,HGNC:17089,Q8NF91
16145,SYNE2,HGNC:17084,Q8WXH0
16146,SYNE3,HGNC:19861,Q6ZMZ3
16147,SYNE4,HGNC:26703,Q8N205
16148,SYNGAP1,HGNC:11497,Q96PV0
16149,SYNGR1,HGNC:11498,O43759
16150,SYNGR2,HGNC:11499,O43760
16151,SYNGR3,HGNC:11501,O43761
16152,SYNGR4,HGNC:11502,O95473
16153,SYNJ1,HGNC:11503,O43426
16154,SYNJ2,HGNC:11504,O15056
16155,SYNJ2BP,HGNC:18955,P57105
16156,SYNM,HGNC:24466,O15061
16157,SYNPO,HGNC:30672,Q8N3V7
16158,SYNPO2,HGNC:17732,Q9UMS6
16159,SYNPO2L,HGNC:23532,Q9H987
16160,SYNPR,HGNC:16507,Q8TBG9
16161,SYNRG,HGNC:557,Q9UMZ2
16162,SYP,HGNC:11506,P08247
16163,SYPL1,HGNC:11507,Q16563
16164,SYPL2,HGNC:27638,Q5VXT5
16165,SYS1,HGNC:16162,Q8N2H4
16166,SYT1,HGNC:11509,P21579
16167,SYT2,HGNC:11510,Q8N9I0
16168,SYT3,HGNC:11511,Q9BQG1
16169,SYT4,HGNC:11512,Q9H2B2
16170,SYT5,HGNC:11513,O00445
16171,SYT6,HGNC:18638,Q5T7P8
16172,SYT7,HGNC:11514,O43581
16173,SYT8,HGNC:19264,Q8NBV8
16174,SYT9,HGNC:19265,Q86SS6
16175,SYT10,HGNC:19266,Q6XYQ8
16176,SYT11,HGNC:19239,Q9BT88
16177,SYT12,HGNC:18381,Q8IV01
16178,SYT13,HGNC:14962,Q7L8C5
16179,SYT14,HGNC:23143,Q8NB59
16180,SYT15,HGNC:17167,Q9BQS2
16181,SYT15B,HGNC:51487,X6R8R1
16182,SYT16,HGNC:23142,Q17RD7
16183,SYT17,HGNC:24119,Q9BSW7
16184,SYTL1,HGNC:15584,Q8IYJ3
16185,SYTL2,HGNC:15585,Q9HCH5
16186,SYTL3,HGNC:15587,Q4VX76
16187,SYTL4,HGNC:15588,Q96C24
16188,SYTL5,HGNC:15589,Q8TDW5
16189,SYVN1,HGNC:20738,Q86TM6
16190,SZRD1,HGNC:30232,Q7Z422
16191,SZT2,HGNC:29040,Q5T011
16192,TAAR1,HGNC:17734,Q96RJ0
16193,TAAR2,HGNC:4514,Q9P1P5
16194,TAAR5,HGNC:30236,O14804
16195,TAAR6,HGNC:20978,Q96RI8
16196,TAAR8,HGNC:14964,Q969N4
16197,TAAR9,HGNC:20977,Q96RI9
16198,TAB1,HGNC:18157,Q15750
16199,TAB2,HGNC:17075,Q9NYJ8
16200,TAB3,HGNC:30681,Q8N5C8
16201,TAC1,HGNC:11517,P20366
16202,TAC3,HGNC:11521,Q9UHF0
16203,TAC4,HGNC:16641,Q86UU9
16204,TACC1,HGNC:11522,O75410
16205,TACC2,HGNC:11523,O95359
16206,TACC3,HGNC:11524,Q9Y6A5
16207,TACO1,HGNC:24316,Q9BSH4
16208,TACR1,HGNC:11526,P25103
16209,TACR2,HGNC:11527,P21452
16210,TACR3,HGNC:11528,P29371
16211,TACSTD2,HGNC:11530,P09758
16212,TADA1,HGNC:30631,Q96BN2
16213,TADA2A,HGNC:11531,O75478
16214,TADA2B,HGNC:30781,Q86TJ2
16215,TADA3,HGNC:19422,O75528
16216,TAF1,HGNC:11535,P21675
16217,TAF1A,HGNC:11532,Q15573
16218,TAF1B,HGNC:11533,Q53T94
16219,TAF1C,HGNC:11534,Q15572
16220,TAF1D,HGNC:28759,Q9H5J8
16221,TAF1L,HGNC:18056,Q8IZX4
16222,TAF2,HGNC:11536,Q6P1X5
16223,TAF3,HGNC:17303,Q5VWG9
16224,TAF4,HGNC:11537,O00268
16225,TAF4B,HGNC:11538,Q92750
16226,TAF5,HGNC:11539,Q15542
